image;height;width;type;original_dataset;scenario;airport;runway;time_to_landing;weather;night;time;lat;lon;alt;yaw;pitch;roll;slant_distance;along_track_distance;height_above_runway;lateral_path_angle;vertical_path_angle;watermark_height;runway_in_cone;x_TR;y_TR;x_TL;y_TL;x_BL;y_BL;x_BR;y_BR
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_19_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/06/2020 13:00;38.813159;-9.117798;240.329054;-164.665743;85.863485;3.305498;1.375208;1.372442;445.807625;-2.157959;2.677722;0;IN_ODD;641;462;634;462;649;487;665;487
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_20_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/04/2020 15:00;38.811202;-9.118186;258.740766;-164.668998;87.947049;3.661335;1.262227;1.257159;506.213506;-3.641108;3.295188;0;IN_ODD;653;497;646;497;675;529;692;528
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_21_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/06/2020 11:00;38.810546;-9.121351;221.478805;-161.259528;85.56788;-1.198476;1.166111;1.163631;383.962975;2.063871;2.669849;0;IN_ODD;563;464;556;464;530;491;548;492
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_22_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/06/2020 16:00;38.809916;-9.120994;246.235259;-153.233769;82.231631;0.549992;1.137873;1.135287;465.184942;0.607054;3.318004;0;IN_ODD;446;416;439;416;427;452;446;452
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_23_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/05/2020 12:00;38.808149;-9.122524;240.175434;-151.279768;84.12672;-7.922672;1.013203;1.009857;445.303623;2.130897;3.517196;0;IN_ODD;418;432;411;431;377;467;398;469
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_24_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/04/2020 15:00;38.805234;-9.122558;192.850567;-171.268948;85.234525;11.422555;0.849699;0.847992;290.038308;-1.894244;2.647489;0;IN_EXTENDED_ODD;731;410;722;412;739;443;765;438
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_25_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/05/2020 10:00;38.804408;-9.124182;176.941001;-155.966586;85.820712;3.769135;0.774286;0.772943;237.841566;1.726067;2.340411;0;IN_ODD;483;463;474;464;448;496;474;494
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_26_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/08/2020 12:00;38.80364;-9.124491;203.361893;-155.611773;85.478183;-0.559946;0.727082;0.724891;324.524288;1.497938;3.386351;0;IN_ODD;482;461;474;461;446;506;475;506
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_27_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/07/2020 15:00;38.799897;-9.125262;166.864485;-159.973867;86.446372;3.227661;0.506103;0.503942;204.782131;-3.83599;2.836751;0;IN_ODD;568;468;559;468;590;511;631;509
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_28_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/07/2020 14:00;38.799962;-9.12605;165.121234;-157.659374;83.350106;13.872551;0.494306;0.493246;199.062803;0.216405;2.805723;0;IN_EXTENDED_ODD;499;423;490;425;481;474;522;464
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_29_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;20;;;;01/04/2020 11:00;38.794653;-9.128651;138.209724;-163.101329;86.136716;9.833752;0.153856;0.152611;110.770444;-2.879234;3.258502;0;IN_ODD;601;445;590;447;583;546;719;524
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_30_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/06/2020 11:00;38.718982;-9.170427;401.90667;17.108105;85.027507;-9.705265;3.109926;3.105044;986.643615;-1.092113;2.899506;0;IN_ODD;617;482;612;481;614;498;620;499
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_31_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/07/2020 11:00;38.719687;-9.166845;425.023927;14.67587;88.429126;-5.312878;3.007682;3.001204;1062.487637;1.525779;3.217195;0;IN_ODD;621;530;616;530;604;548;611;548
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_32_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/06/2020 13:00;38.71956;-9.165508;433.543193;16.42294;88.093906;-7.951001;2.993215;2.984074;1090.437985;2.702445;3.315494;0;IN_ODD;582;526;577;525;558;542;564;543
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_33_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/08/2020 11:00;38.721743;-9.167084;409.900499;19.955921;84.175067;1.131609;2.896928;2.891823;1012.87009;0.442128;3.178315;0;IN_ODD;549;452;545;453;541;472;548;472
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_34_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/04/2020 16:00;38.724771;-9.168608;343.411574;32.259493;88.086572;-5.100475;2.757358;2.751968;794.730567;-2.360135;2.622258;0;IN_ODD;387;497;382;496;393;514;401;514
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_35_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/04/2020 12:00;38.724708;-9.165691;371.224144;17.951897;86.124078;-6.522534;2.706806;2.702653;885.979158;0.307438;2.967611;0;IN_ODD;586;489;582;488;575;507;583;508
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_36_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/08/2020 10:00;38.725865;-9.167552;341.633852;13.24826;86.854846;6.652547;2.677086;2.672343;788.898143;-1.988223;2.675331;0;IN_ODD;676;470;671;471;683;487;691;486
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_37_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/04/2020 11:00;38.72703;-9.162976;386.223913;20.209134;87.703908;-5.512791;2.531314;2.525098;935.190998;1.789053;3.32976;0;IN_ODD;535;510;530;510;515;530;523;531
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_38_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/07/2020 14:00;38.728088;-9.16405;372.835986;27.25893;87.013489;0.370549;2.490485;2.485976;891.267354;0.183261;3.223592;0;IN_ODD;440;497;435;497;432;518;440;518
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_39_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/04/2020 10:00;38.729686;-9.167774;377.303844;20.094825;87.882151;-4.760155;2.476616;2.464953;905.925681;-4.414309;3.292612;0;IN_EXTENDED_ODD;594;517;589;517;612;541;621;542
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_40_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/07/2020 14:00;38.731666;-9.163898;362.627727;25.037629;86.40483;-6.555545;2.290707;2.285312;857.775689;-1.698234;3.352363;0;IN_ODD;495;485;489;484;495;509;504;510
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_41_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/08/2020 11:00;38.737201;-9.160728;269.928232;31.149874;88.123059;3.333777;1.924937;1.921916;553.643478;-1.716008;2.554658;0;IN_ODD;396;511;390;512;400;531;411;531
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_42_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/05/2020 15:00;38.738532;-9.162398;320.978591;26.793157;86.185696;2.389336;1.888867;1.878428;721.131537;-4.886504;3.369169;0;IN_EXTENDED_ODD;489;482;483;483;516;508;527;508
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_43_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/07/2020 13:00;38.737365;-9.157792;343.139602;27.104743;83.183592;0.114646;1.865672;1.859671;793.838269;2.029722;3.745663;0;IN_ODD;428;438;422;438;404;469;415;469
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_44_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/04/2020 14:00;38.738708;-9.160101;247.31295;28.428961;85.678548;-7.010867;1.830058;1.827223;479.446355;-2.03907;2.322281;0;IN_ODD;447;456;441;455;451;475;462;477
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_45_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/06/2020 12:00;38.739562;-9.154858;290.156207;25.76686;84.858484;-6.493626;1.69457;1.685119;620.008228;4.837364;3.202513;0;IN_EXTENDED_ODD;435;449;428;449;384;471;396;473
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_46_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/08/2020 16:00;38.742915;-9.156921;286.661224;27.743022;85.407156;5.603577;1.540479;1.536965;608.541746;-0.893807;3.422064;0;IN_ODD;438;475;431;475;438;505;451;504
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_47_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/08/2020 15:00;38.74248;-9.155079;287.584606;23.376877;86.074199;1.416469;1.53264;1.52769;611.571214;2.470044;3.455029;0;IN_ODD;484;479;478;479;454;511;468;510
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_48_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/05/2020 10:00;38.743971;-9.154836;237.374718;26.198052;86.330923;-0.515318;1.443498;1.440856;446.840606;1.674735;2.67545;0;IN_ODD;448;475;441;474;422;499;437;499
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_49_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/05/2020 13:00;38.745557;-9.156764;253.462116;20.902823;88.10469;-8.152354;1.392568;1.387996;499.620786;-3.214123;3.081089;0;IN_ODD;564;513;558;512;576;544;590;546
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_50_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/05/2020 16:00;38.745668;-9.15411;252.279261;24.407347;88.743413;0.973361;1.33695;1.333863;495.740027;1.48426;3.168875;0;IN_ODD;477;516;470;516;453;547;468;547
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_51_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/04/2020 12:00;38.746089;-9.155051;258.305905;24.098452;89.712687;-0.243828;1.330451;1.327583;515.512481;-0.686281;3.307106;0;IN_ODD;497;531;490;531;491;564;506;564
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_52_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/05/2020 12:00;38.747944;-9.153367;234.653448;18.761701;87.108739;-3.933014;1.196897;1.194535;437.912555;0.691176;3.087684;0;IN_ODD;572;493;565;492;551;523;568;524
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_53_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/04/2020 10:00;38.750891;-9.15116;227.885885;22.159838;83.156177;-4.521288;0.995014;0.991612;415.709265;2.441536;3.435265;0;IN_ODD;515;427;508;427;474;463;494;465
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_54_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/05/2020 12:00;38.751609;-9.152267;215.191963;27.612465;83.535585;2.455228;0.974153;0.971923;374.062536;-1.309601;3.150915;0;IN_ODD;442;434;434;435;441;471;462;470
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_55_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/05/2020 11:00;38.751788;-9.152306;217.167893;24.566464;85.787858;-0.665669;0.965192;0.962731;380.545247;-1.66695;3.229722;0;IN_ODD;495;466;488;466;496;504;517;504
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_56_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/07/2020 11:00;38.754509;-9.148596;160.593845;19.313039;86.391714;-6.645754;0.749296;0.745157;194.934849;5.380909;2.062558;0;IN_EXTENDED_ODD;547;470;538;469;467;488;494;492
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_57_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/07/2020 14:00;38.758443;-9.148361;165.565152;23.809297;86.518936;1.158802;0.524616;0.523344;211.244909;-1.110224;2.937958;0;IN_ODD;501;471;492;471;490;517;529;516
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_58_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/08/2020 15:00;38.760922;-9.146633;149.206924;18.191478;85.691591;14.417986;0.356021;0.354951;157.57618;1.244202;2.897748;0;IN_EXTENDED_ODD;566;439;556;442;530;505;586;491
images/flsim/LPPT/LPPT-2-20__10-smpl__10h36_59_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LPPT-2-20__10-smpl__10h36;LPPT;2;;;;01/07/2020 15:00;38.763547;-9.145456;127.870911;22.933315;86.840122;0.186888;0.189054;0.188484;87.576136;-0.503897;2.368961;0;IN_ODD;513;469;502;469;460;530;568;530
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_00_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 10:00;46.18943;6.041321;691.297414;43.225233;90.873056;-8.812221;3.186528;3.182348;853.708376;1.722506;2.173813;0;IN_ODD;524;553;520;553;506;564;513;565
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_01_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/07/2020 12:00;46.188918;6.043834;799.11676;54.496927;88.76213;-2.311332;3.141339;3.129614;1207.4464;3.497204;3.218175;0;IN_ODD;336;522;332;522;307;542;315;542
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_02_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/07/2020 16:00;46.191144;6.040588;845.663926;51.026098;86.468187;-5.882864;3.139345;3.13226;1360.160203;0.019703;3.656029;0;IN_ODD;428;489;423;488;419;511;426;512
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_03_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/07/2020 16:00;46.193727;6.042465;680.809578;52.690822;86.810032;12.410928;2.970234;2.967327;819.299463;-1.042936;2.23663;0;IN_ODD;407;511;403;512;410;525;418;523
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_04_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 10:00;46.192769;6.046252;719.330539;40.446852;91.197471;-3.009307;2.900773;2.895361;945.680571;1.93637;2.682515;0;IN_ODD;570;563;565;563;549;580;558;580
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_05_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/04/2020 13:00;46.19528;6.046884;673.604385;43.143007;83.523688;7.134147;2.773313;2.770706;795.660378;0.192201;2.326941;0;IN_ODD;538;434;532;434;531;450;539;449
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_06_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 16:00;46.198413;6.051397;662.210613;46.030198;88.451323;-4.59332;2.507343;2.504704;758.279236;0.18176;2.450727;0;IN_ODD;502;513;497;513;491;530;501;531
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_07_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 15:00;46.198831;6.051001;688.674708;49.502534;87.001392;-4.41672;2.502281;2.498923;845.103696;-0.493133;2.763225;0;IN_ODD;456;490;451;490;450;510;459;510
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_08_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/07/2020 11:00;46.198194;6.052143;737.127463;42.301624;86.062588;-5.011394;2.49717;2.491976;1004.069433;0.900268;3.333434;0;IN_ODD;556;489;551;489;540;512;549;513
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_09_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 11:00;46.199728;6.051961;663.126165;37.886963;83.068086;4.538334;2.435451;2.432587;761.283015;-0.744307;2.536087;0;IN_ODD;631;422;626;422;629;441;639;440
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_10_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 12:00;46.200617;6.051422;682.404408;47.392994;85.188232;4.538748;2.415783;2.41118;824.531844;-2.027316;2.788837;0;IN_ODD;497;467;492;468;504;487;514;487
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_11_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 13:00;46.198596;6.05665;660.337938;45.406205;89.051643;4.201891;2.349243;2.341086;752.135287;3.767558;2.598285;0;IN_ODD;483;526;477;527;449;548;460;548
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_12_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 12:00;46.202035;6.056981;615.810036;46.625876;84.377929;1.955765;2.188275;2.186294;606.046367;0.448463;2.205288;0;IN_ODD;489;448;483;449;477;466;488;466
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_13_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 11:00;46.203546;6.057662;651.633614;44.85647;84.169391;14.181318;2.105487;2.102473;723.577792;-0.746349;2.783385;0;IN_ODD;513;447;507;448;514;469;526;467
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_14_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 14:00;46.204678;6.062952;681.793242;48.163393;84.450933;1.725917;1.903961;1.897867;822.526707;2.39521;3.531356;0;IN_ODD;452;461;445;461;423;492;436;491
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_15_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 15:00;46.205778;6.062335;631.257705;51.605709;82.186488;-1.510784;1.872521;1.869748;656.727695;0.440376;2.819852;0;IN_ODD;417;415;410;415;402;439;415;439
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_16_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 12:00;46.209701;6.062653;581.299231;42.708643;86.904402;-3.380951;1.702334;1.694938;492.821936;-4.846391;2.271094;0;IN_EXTENDED_ODD;593;490;586;490;621;513;635;514
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_17_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 13:00;46.208399;6.065886;566.711479;34.174494;84.251056;1.128034;1.655116;1.653758;444.961857;0.228919;2.087006;0;IN_ODD;688;439;681;440;674;459;689;459
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_18_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 14:00;46.209129;6.065746;604.545314;50.55449;88.667294;-2.284375;1.629749;1.627239;569.088615;-1.009145;2.773091;0;IN_ODD;442;514;435;513;438;539;453;540
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_19_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/06/2020 10:00;46.210353;6.068225;610.782663;44.358899;85.0076;-9.836827;1.504905;1.50216;589.552358;-0.313731;3.114658;0;IN_ODD;541;466;535;465;527;494;542;497
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_20_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/06/2020 11:00;46.215338;6.075191;538.208856;49.390095;84.059745;2.804907;1.086645;1.08524;351.449309;-0.890374;2.440202;0;IN_ODD;455;442;447;442;449;470;471;469
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_21_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 15:00;46.218585;6.079516;506.440455;53.985351;86.86204;1.748765;0.821302;0.820013;247.22227;-2.005666;2.164557;0;IN_ODD;391;482;382;483;393;511;423;510
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_22_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 11:00;46.218539;6.080121;521.664155;38.011622;85.188018;1.320607;0.805361;0.80404;297.168792;-0.643443;2.690303;0;IN_ODD;633;453;624;453;620;489;650;488
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_23_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 13:00;46.220293;6.080505;509.27719;36.58574;85.686065;-8.347362;0.723324;0.718748;256.529144;-5.770494;2.531619;0;IN_EXTENDED_ODD;685;487;675;485;723;529;758;534
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_24_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 12:00;46.220563;6.083112;494.766739;39.857914;88.788063;1.351562;0.630817;0.629986;208.922674;-0.705294;2.28649;0;IN_ODD;605;505;596;506;589;539;628;539
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_25_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 13:00;46.220891;6.084326;515.459773;47.573203;87.150496;4.748354;0.581972;0.580179;276.813209;1.361409;3.31216;0;IN_ODD;476;489;467;490;437;543;479;540
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_26_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/08/2020 12:00;46.221565;6.084855;498.047343;41.88933;88.33197;-5.285401;0.537139;0.536066;219.685812;0.056403;2.769466;0;IN_ODD;572;507;562;506;538;548;583;552
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_27_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/06/2020 12:00;46.222337;6.08648;494.026718;39.34534;89.13386;-6.820078;0.456685;0.455273;206.494784;1.907118;2.960135;0;IN_ODD;604;525;594;524;542;568;594;575
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_28_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/05/2020 16:00;46.223237;6.087428;479.78539;48.079143;83.777629;11.201124;0.390042;0.389226;159.771267;0.663431;2.548606;0;IN_EXTENDED_ODD;458;437;448;439;422;492;483;480
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_29_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;4;;;;01/04/2020 12:00;46.2258;6.091223;461.557918;43.808762;84.368183;1.944382;0.169459;0.168596;99.969846;2.130788;2.703982;0;IN_ODD;537;434;526;434;431;513;574;509
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_30_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/04/2020 13:00;46.287637;6.181177;693.318067;-127.126125;83.462474;-1.300201;3.179631;3.175416;909.674083;0.131488;2.795364;0;IN_ODD;398;432;393;432;390;450;397;450
images/flsim/LSGG/LSGG-22-04__10-smpl__10h37_31_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;LSGG-22-04__10-smpl__10h37;LSGG;22;;;;01/07/2020 16:00;46.283893;6.178922;703.079658;-136.918499;83.296916;1.955771;2.956854;2.951002;941.700302;-1.685519;3.074467;0;IN_ODD;563;432;558;433;567;452;575;452
